"","metadata.my_sims","metadata.target_market_size","metadata.r","metadata.s","metadata.u","metadata.nm","metadata.rationality","metadata.visit_change","metadata.mean_daily_visitors","metadata.playground","metadata.tutoring","metadata.coworking","metadata.cafe","metadata.party","metadata.workshop","metadata.camp","metadata.merchandise","metadata.r.membership_cost","metadata.r.playground_credits","metadata.r.tutoring_credits","metadata.r.cowowrking_credits","metadata.r.cafe_credits","metadata.r.party_credits","metadata.r.workshop_credits","metadata.r.camp_credits","metadata.r.merchandise_credits","metadata.s.membership_cost","metadata.s.playground_credits","metadata.s.tutoring_credits","metadata.s.cowowrking_credits","metadata.s.cafe_credits","metadata.s.party_credits","metadata.s.workshop_credits","metadata.s.camp_credits","metadata.s.merchandise_credits","metadata.u.membership_cost","metadata.u.playground_credits","metadata.u.tutoring_credits","metadata.u.cowowrking_credits","metadata.u.cafe_credits","metadata.u.party_credits","metadata.u.workshop_credits","metadata.u.camp_credits","metadata.u.merchandise_credits","dxsxbar.y","dxsxbar.visit_prob","dxsxbar.visits","dxsxbar.playground_lambda","dxsxbar.tutoring_lambda","dxsxbar.coworking_lambda","dxsxbar.cafe_lambda","dxsxbar.party_lambda","dxsxbar.workshop_lambda","dxsxbar.camp_lambda","dxsxbar.merchandise_lambda","dxsxbar.spent","dxsxbar.playground_credits","dxsxbar.tutoring_credits","dxsxbar.coworking_credits","dxsxbar.cafe_credits","dxsxbar.party_credits","dxsxbar.workshop_credits","dxsxbar.camp_credits","dxsxbar.merchandise_credits","dxsxbar.savings","dxsxbar.r","dxsxbar.s","dxsxbar.u","dxsxbar.nm","dxssd.y","dxssd.visit_prob","dxssd.visits","dxssd.playground_lambda","dxssd.tutoring_lambda","dxssd.coworking_lambda","dxssd.cafe_lambda","dxssd.party_lambda","dxssd.workshop_lambda","dxssd.camp_lambda","dxssd.merchandise_lambda","dxssd.spent","dxssd.playground_credits","dxssd.tutoring_credits","dxssd.coworking_credits","dxssd.cafe_credits","dxssd.party_credits","dxssd.workshop_credits","dxssd.camp_credits","dxssd.merchandise_credits","dxssd.savings","dxssd.r","dxssd.s","dxssd.u","dxssd.nm","dxsk.y","dxsk.visit_prob","dxsk.visits","dxsk.playground_lambda","dxsk.tutoring_lambda","dxsk.coworking_lambda","dxsk.cafe_lambda","dxsk.party_lambda","dxsk.workshop_lambda","dxsk.camp_lambda","dxsk.merchandise_lambda","dxsk.spent","dxsk.playground_credits","dxsk.tutoring_credits","dxsk.coworking_credits","dxsk.cafe_credits","dxsk.party_credits","dxsk.workshop_credits","dxsk.camp_credits","dxsk.merchandise_credits","dxsk.savings","dxsk.r","dxsk.s","dxsk.u","dxsk.nm","dxssk.y","dxssk.visit_prob","dxssk.visits","dxssk.playground_lambda","dxssk.tutoring_lambda","dxssk.coworking_lambda","dxssk.cafe_lambda","dxssk.party_lambda","dxssk.workshop_lambda","dxssk.camp_lambda","dxssk.merchandise_lambda","dxssk.spent","dxssk.playground_credits","dxssk.tutoring_credits","dxssk.coworking_credits","dxssk.cafe_credits","dxssk.party_credits","dxssk.workshop_credits","dxssk.camp_credits","dxssk.merchandise_credits","dxssk.savings","dxssk.r","dxssk.s","dxssk.u","dxssk.nm","custyp.PWT","custyp.SAHP","custyp.WFHP","memtyp.nm","memtyp.r","memtyp.s","memtyp.u","vis.0","vis.1","vis.2","vis.3","vis.4","vis.5","vis.6","vis.7","vis.8","vis.9","vis.10","vis.11","vis.12","vis.13"
"113",113,17559,1,0.4,0.7,-0.4,1.8,1.016,50,16.3131313131313,47.2727272727273,15.7070707070707,7.90909090909091,358.585858585859,31.8181818181818,327.272727272727,38.1212121212121,37172,2389,3,2035,964,1,5,2,3,9520,167,5,32,84,0,0,0,0,75,35,67,32,6,1,1,1,0,113,0.504960481789006,0.980693661370238,4.99909396372748,0.998957051579638,5.01307280907486,0.995949586416014,0.00137234609288514,0.00136240904796545,0.00137027515283368,0.00136977081431278,10485.9743554343,586.416329707462,7.02865145561199,484.176122521416,247.802846507101,0.43339597926989,1.42143630047269,0.679879264195,0.740816675209294,126.39780917553,0.420543177274812,0.23735797591163,0.313880371363594,0.0282184754499636,113,0.287870011074354,1.10648594606199,2.90175052814544,0.581545361254842,2.91281157225621,0.579292360357376,0.000801342188916993,0.000798273926308293,0.000799494487612054,0.00080006249257067,15607.9528054187,988.886898165098,18.1315529839429,840.305880208124,407.228155558332,0.495558160353075,2.08408190581948,0.843676225938286,1.29372949261041,132.000647131881,0.0844580003077157,0.08847164597672,0.145257078573015,0.0313084005153196,113,1.80357870882031,5.31500564486111,1.81365653442369,1.8071500611666,1.80114158756059,1.82169377007307,1.79874534796439,1.81451088084713,1.79727088387813,1.79290055998344,2.22715699332126,2.37411956835747,9.45073940477487,2.38328454615642,2.35727195691088,1.07225973357685,2.27142266191046,1.72418784865676,2.37749835492948,2.53732051171796,2.11498431722765,2.17646247372436,2.43416029560616,7.93416536811337,113,-0.0244850277679958,1.35403128179826,-0.00961599199724995,0.00116501141415388,-0.00979162536529723,0.0129084171835866,-0.00575295261065295,0.00890613513488644,0.0010789805176826,-0.0112522323841397,1.04385073391986,1.16688236759398,2.82582849279614,1.17323570165678,1.15651509427794,0.26878874329088,1.06960797573314,0.659796981319233,1.17356849788163,0.673354863455659,-0.0808480598694191,0.239064233172858,0.501608151747053,2.05841837267105,5818,5900,5841,7596,4313,2406,3244,7320,5708,2883,1102,362,131,36,15,2,0,0,0,0,0
"114",114,17381,0.1,0.8,0.5,-0.2,0.9,1.024,58,8.63636363636364,27.7272727272727,12.8787878787879,1.45454545454545,378.787878787879,47.7272727272727,442.424242424242,48.020202020202,7828,2101,0,2338,982,1,8,4,3,6545,276,0,15,61,1,0,0,1,1510,34,100,21,48,0,1,1,1,114,0.514813566082738,1.13129279097865,4.99119844669583,0.994062365790115,4.97759366869315,0.9996542143139,0.00136640077829205,0.00137571513889379,0.00136004949890054,0.00137855402862934,3731.67198304895,295.045587919933,2.17233028751353,209.590847198177,118.771192158627,0.551521776652667,0.762671883090731,0.397272884183879,0.765721189804959,85.2728580320203,0.140988026479684,0.724151753308059,0.0488886543933143,0.0859715658189429,114,0.289300637232446,1.23532559898183,2.90978926571448,0.583753190577684,2.91333378252591,0.584580831340841,0.000804991093683155,0.000799123908967518,0.000795146667000276,0.000797699791815726,3307.44806019381,573.954887126362,13.3433433224161,656.768231354113,275.273542783392,0.497352730109858,2.30307271505387,1.15700276285386,0.854016998456593,86.2939695054543,0.0549953267765827,0.14470423144511,0.0477500064549525,0.0552718270261972,114,1.81364636620261,4.84812638453129,1.80243873763927,1.80439384191766,1.79700378599822,1.7909536472522,1.78854334401506,1.80031296760142,1.80982933225027,1.79855819150443,1.11337839963275,8.38233672676494,43.2888016814189,9.02453590752404,8.8263860312673,1.04292770071599,8.93240704967934,8.62651704470942,4.56680550207325,3.79490075222704,2.20471057137035,2.72760535456393,5.37888316256743,2.97111531117405,114,-0.0815218916070426,1.29513801010736,0.00549230343378712,0.0203841917341524,0.00367591136941747,-0.00197406547056977,0.00559803494498839,-0.013196149731599,-0.00386507748464784,-0.00901047796709602,-0.183978155622968,2.64050651422303,6.37738612358295,2.83145718447617,2.77535510279056,-0.20717213066391,2.80695650859561,2.73425230435052,1.35030971231775,0.816294509477044,0.299257803028798,-0.684725181877319,1.60485407500054,0.85718494121052,5794,5811,5776,7536,1543,7799,503,6632,5492,2967,1372,600,214,83,16,4,1,0,0,0,0
"115",115,21227,0.4,0.7,0.6,-0.3,0.5,1.011,19,15.7070707070707,5,22.3737373737374,2.81818181818182,128.282828282828,25,476.010101010101,24.7575757575758,27980,2475,17,2389,945,2,12,6,4,5202,58,12,17,94,0,0,0,0,669,23,64,28,22,1,1,3,1,115,0.501584542453033,0.324115513261412,5.01772804123584,1.00747713627536,4.99315480141786,0.999117285827608,0.00136727969850815,0.00136779857786511,0.00137058331732858,0.00136892890048441,3876.44268091953,301.904411810192,5.48570217176238,282.302990806924,125.30919883339,0.308569274979978,1.55999434682244,0.92669713101239,0.559099260375936,53.2885247633446,0.465579811409563,0.253837177826884,0.220707330385808,0.0598756803777454,115,0.288659837178574,0.597668341926034,2.90518553830362,0.584498238985841,2.90580778954356,0.581543640273033,0.000800390886031713,0.000797712295803005,0.00080297825981594,0.000802821250603619,9208.30289989293,795.039131320755,14.2676895656826,745.231222089533,310.018858645177,0.680760601915656,3.95518299146367,2.0431824196749,1.32214733972863,103.133169445997,0.209094187624039,0.0404056171516868,0.151497298560628,0.0539491259852646,115,1.81697694469201,7.37097480269417,1.81150276933912,1.80025953505733,1.80319927450806,1.80437548918942,1.79232930151015,1.79735432485205,1.78787390145718,1.78628369552089,5.90517598485078,6.14415392126294,12.4303237061029,6.16911847118302,6.06331689665393,4.86206307329865,6.0943720370434,4.8552311938699,5.76732652540716,6.06845659100561,1.79960572501981,3.12981636381868,2.5128750106617,3.44394540248865,115,-0.00524739793905081,1.98394982001959,-0.0140158598378987,-0.0125841239986637,0.00229878176965484,-0.000215679657667031,0.00786559654742414,0.0125455881643808,0.00656455656037093,-2.04864351104047e-05,2.1877904747322,2.26654763959785,3.19815685624981,2.27050575567332,2.24072038891553,1.90301936662192,2.25087755835357,1.9012831728317,2.14599516091203,1.93317355561666,-0.0381800144837412,-0.868514996049441,0.676215914227614,1.09765177814336,7116,7210,6901,15945,2642,1414,1226,15607,4540,923,137,17,3,0,0,0,0,0,0,0,0
"116",116,18518,0.8,0.8,0.6,-0.2,1.9,1.04,63,15.7070707070707,37.7272727272727,19.5454545454545,7.90909090909091,322.222222222222,32.7272727272727,476.010101010101,50,37525,2465,0,2470,136,2,11,8,4,9808,200,4,13,85,0,1,1,1,1114,40,47,39,26,0,0,2,1,116,0.517447248134171,1.13689383302732,5.02359702435305,0.991173207395262,4.99767084387454,1.00252443432052,0.001371790838537,0.00135996535175712,0.00137461980940448,0.00137132009061135,12733.947723809,699.387347391181,3.31513318736561,666.377529479916,54.6950534614969,0.562695755481153,3.30462252943082,2.718112107139,1.46398099146776,139.522581905021,0.449737892470282,0.33825070629128,0.198988833941392,0.0130225672970466,116,0.286037542680684,1.22594528606628,2.91101868802204,0.585101194027422,2.91884856326066,0.585601379981287,0.000800383893391123,0.00079885217323405,0.000798984174539633,0.000794978085189544,15927.6708445883,1059.76831110225,10.7443941670398,1061.40111545821,54.5283942064248,0.899337909029294,4.82925854509197,3.36864423134959,1.64227306692232,136.166838665333,0.112122145836911,0.0184440655139085,0.0968423956587006,0.0247824150149102,116,1.8330967409719,5.15477433217954,1.80291337861033,1.79807072005325,1.80925096713523,1.79638715282227,1.78797504325312,1.80393507437566,1.80208263545302,1.8245941080546,1.83631778504912,1.94667251935732,15.0648506555395,1.95622853437275,1.43270742747683,1.94581245633498,1.93580978989796,1.87693219937421,1.84218238868124,2.53095971888213,1.91484260406514,2.98190135141389,2.23896235956198,16.599959963181,116,-0.0924346228283221,1.31953144244842,-0.0118719302487665,0.0169455325318436,-0.010098582806986,-0.0131306588207062,-0.00261336099086209,0.0164691362107632,0.00638028264394201,-0.0120960157676875,0.810891532799484,0.964952470677563,3.68471999174181,0.974526724112956,0.313413924661438,0.972450121446346,0.952322023525566,0.856172434483874,0.759145912556195,0.589585761825891,-0.131466849649141,-0.708449352537584,0.487640701519746,3.32211530887898,6121,6207,6190,7067,5204,3900,2347,6923,5930,3272,1485,574,218,83,27,4,1,1,0,0,0
"117",117,23015,0.3,0.9,0.1,-0.2,2,1.048,9,19.3434343434343,28.6363636363636,10.2525252525253,1.45454545454545,419.191919191919,5,490.40404040404,16.3434343434343,39646,2242,22,2338,1000,1,1,6,4,7985,105,11,9,25,0,0,1,0,75,33,50,16,46,1,0,3,0,117,0.504965167441859,0.14438409732783,5.01219011755618,1.0014303363858,5.03524052166242,0.998943596293151,0.00136311315488683,0.00135944693603636,0.00136958705527745,0.00136780264439712,1416.59795478136,62.1643021569157,2.18368257855549,64.9522050836411,31.8749748187941,0.0905061916141647,0.0281990006517489,0.39439495980882,0.112969802302846,23.4820769063654,0.213457851448541,0.279044925066236,0.489951147289416,0.0175460761958067,117,0.28744352524029,0.389597709758208,2.91673783804149,0.583474257351485,2.92445675119564,0.582925896157212,0.000799796408804309,0.000799623650763694,0.000799616828662589,0.000798110974280692,6687.72614149317,355.529184676281,8.85368160141746,380.147021610546,165.207101905248,0.286911829002888,0.165544579372128,1.20831604997351,0.662673459110727,68.6126640363101,0.0556907104799889,0.0345409251482882,0.100266169810069,0.0323640596144575,117,1.81430586449965,11.4426676067637,1.80416626191366,1.79660397595111,1.78259570990189,1.80176363649935,1.79426194693187,1.80155139322572,1.79975158041152,1.79710220259804,30.1442372008212,33.5311979077734,23.4381217336825,33.4721028721304,33.1170725861835,9.14848054266936,33.4912668731305,14.4426822110031,33.4367555761922,14.5422672455231,1.91879375742239,2.24794124696798,1.96567097948399,14.3767377201382,117,-0.0256660869702948,2.81309006593672,-0.00537370526967932,-0.00478464338719062,-0.0121581411546006,0.00111586256596893,0.013480691174474,0.00916803214912618,-0.00162647439118845,-0.00194628414418835,5.29455464129639,5.69752298342564,4.53252256382448,5.69720133913822,5.65253804491295,2.85436830774152,5.69973962808153,3.41912104810171,5.69495633312592,3.25276155293067,0.203917380286789,-0.263991806661384,-0.106368166895461,3.12751671684806,7610,7735,7670,20057,649,874,1435,19995,2738,262,19,1,0,0,0,0,0,0,0,0,0
"118",118,19746,0.9,1,0.9,-0.3,1.5,1.026,11,7.22222222222222,14.5454545454545,9.04040404040404,4.45454545454546,314.141414141414,25,96.969696969697,35.6464646464647,20909,2399,5,2298,482,2,9,7,2,4338,76,10,4,62,1,0,1,0,1213,15,24,40,25,0,0,4,0,118,0.501221358909863,0.208649853134812,4.98453592953745,0.9958605604306,4.9932936168123,1.00197661820269,0.0013672996719329,0.00136833397823312,0.00135293570815105,0.00136264809657999,1754.23003866273,165.087764610554,1.00501827757981,155.494944891025,37.335529405265,0.199230223842804,0.619416590701914,0.719132988959789,0.137141699584726,18.1949056042037,0.371032583979012,0.340612289643112,0.245470581893493,0.0428845444843832,118,0.288380566181949,0.474647853904059,2.90895403307169,0.583240900921585,2.89341913147588,0.57925864177691,0.000801331040821778,0.000800245421802912,0.000801984453079946,0.000803902001757703,5307.61937573795,597.240061663331,3.82728598092709,569.847682850366,120.542253511853,0.54506828263762,2.27845019896154,1.90094419578563,0.505458694802212,43.4888858018986,0.0424212251980451,0.0299276799456133,0.0455713520440991,0.0366660373089535,118,1.80299892568276,9.15427392480397,1.80051350452008,1.79714843918557,1.81840772351337,1.8065313364296,1.79139800931451,1.79787244660217,1.78796540605086,1.79506672669465,11.6586980502339,12.6023592845034,26.0705199245197,12.6149863461636,12.2600117654503,8.49684905559074,12.6037122398239,8.5785364166546,12.6570753901735,9.49847186388399,2.69056296088579,2.8522515104388,2.50997099468511,6.09974158620114,118,-0.0157187689153957,2.40310473950053,0.00540822406296554,0.00981733393193205,0.0125393760981275,0.00161328282089341,-0.00403033089455795,0.00301191077424474,0.0338836688442386,0.011145838729542,3.20548510142815,3.40488592404147,4.65577277514552,3.40720934346389,3.32897436930045,2.63307141968154,3.40616344041947,2.65566058230291,3.41398658845833,2.5265619258926,-0.386616816353846,-0.530025211091016,0.165003163706864,1.64625356218046,6570,6602,6574,16306,1352,1213,875,16163,3101,429,51,2,0,0,0,0,0,0,0,0,0
"119",119,21609,0.5,0.2,0.3,-0.5,1.6,1.035,75,7.42424242424242,16.3636363636364,11.4646464646465,7.27272727272727,241.414141414141,39.5454545454545,188.131313131313,29.7070707070707,20909,2399,16,2303,700,1,6,5,2,2419,280,3,36,56,1,1,0,0,2500,32,44,23,26,1,0,2,0,119,0.511374470957071,1.16965153408302,5.00160099771373,1.00005469101679,5.01381532479686,1.0032118117638,0.00137800615455474,0.00137313320480912,0.00136229489371921,0.00136068765273872,2499.53363427416,228.372623920729,6.31654319117876,190.929924914376,67.3626140623225,0.402239807487621,0.609653385163589,0.859549261881623,0.169744088111435,75.2052348184515,0.118614035198686,0.141519363178515,0.274382878654487,0.465483722968313,119,0.288289088390459,1.2530979285559,2.90569649565005,0.581886651391331,2.91054881935156,0.584869754386691,0.000801307940163429,0.000798841638295455,0.000795703449474618,0.000796311910405229,5718.13787264691,658.177947576025,13.2571105586537,622.429781809863,190.836162977889,0.490361165118589,1.66944393546986,1.50161476717779,0.557395280349974,72.3171816985267,0.100650672698759,0.113992814083413,0.0534455335767711,0.217382620271766,119,1.80224210030554,5.23044960333425,1.80213455953802,1.80005688696485,1.79931789609815,1.79294724674787,1.80154757798617,1.80543032810066,1.81337881018296,1.80699127953045,9.13434608888014,9.61720475552181,5.68649039433845,9.88867473859603,9.74856363264886,1.15899082004006,9.25023792532427,5.05896769699435,9.87518611092346,2.59875495972577,2.19113728012174,2.27460342344018,2.53346873300942,1.7726316716721,119,-0.0568403783231429,1.3283181863693,0.0062414611202039,-0.00081934908756472,-0.0106521441471214,-0.00739121206670489,-0.0126048699778773,-0.00545686120345425,0.0133066466444512,0.00908653245934044,2.77691003256155,2.91125731598665,2.02728157184865,2.9797958664663,2.94404833637086,0.398708851419423,2.82162045981942,1.74553784200465,2.97891826282656,0.579755101536442,0.684687191314466,0.670900901964087,-0.303632450231934,-0.105164575251095,7197,7218,7194,14299,1638,1893,3779,7881,6987,3755,1800,757,290,93,34,7,2,3,0,0,0
"120",120,17434,0.9,0.7,0.8,-0.2,1.3,1.021,56,8.03030303030303,20,10.6565656565657,5.90909090909091,463.636363636364,47.2727272727273,442.424242424242,5.45454545454546,32222,2338,22,2005,436,1,4,7,4,1939,160,8,38,47,0,1,1,0,1114,28,21,12,6,0,0,2,1,120,0.513924714793875,1.0778364116095,4.98473898095328,0.995859709866822,4.96883484379182,1.00816702067132,0.00136702323014379,0.00136691687715431,0.00136790262650454,0.0013617928853628,6245.13593604973,434.736836067454,3.57083859125846,336.638561825667,88.14885750936,0.170471492485947,1.03567741195365,1.68842491682918,0.75306871630148,72.7998987233816,0.288255589567244,0.575397526914571,0.116283392866003,0.020063490652182,120,0.288875408213828,1.19631012629838,2.90975726759434,0.582628175047037,2.90466498347564,0.582726068785531,0.000797830346235562,0.000797325642563899,0.000795629908502574,0.000798117311759431,11812.8524883799,848.339817219432,6.71724495730418,734.802566956516,156.2079107026,0.376057275449045,1.41757228890565,2.47816743554474,1.49459265173237,75.1121925042355,0.0497762538011285,0.131151589824703,0.0680757245197556,0.0337804750734138,120,1.81081478198064,4.97461456050848,1.81168532933627,1.79762345055421,1.80801263725569,1.80609488884205,1.8062070229701,1.81274304951037,1.80079276380907,1.80480218353991,4.02854894224242,4.03707769705462,5.47768446482213,4.07097968248477,3.96864368819722,4.07158752514828,3.39674422699124,3.68877032209257,3.85034501189664,6.35567491806977,2.5581331981112,2.49287440766923,2.50202939823835,11.5807373373399,120,-0.060785923575957,1.31960858259265,0.00171153400892046,0.000713505379906816,0.0104065935104662,-0.0156157034387405,0.00346904669564344,0.0064902984512357,0.000359243235952068,0.010023478284986,1.73034549561361,1.7338997491997,1.9354593055335,1.75112064240228,1.69428218841107,1.75244372355012,1.37373330148002,1.54347405348791,1.65285274437125,1.03812689293138,-0.417633814899749,-0.381470705433134,0.6535374147036,2.77464835860702,5780,5790,5864,7110,2961,6141,1222,6894,5570,2854,1322,530,184,57,19,4,0,0,0,0,0
"121",121,20188,0.9,0.7,0.4,-0.2,1.8,1.048,13,22.5757575757576,31.3636363636364,16.5151515151515,9.63636363636364,156.565656565657,35,58.5858585858586,30.2020202020202,13131,2389,21,2343,891,1,6,1,4,9040,175,9,1,32,1,1,1,0,75,21,81,12,22,0,0,2,0,121,0.501478932319917,0.239449177729344,5.01489533736413,1.00418390362912,4.98736623216512,1.00637542454463,0.0013684812328249,0.00137329690366758,0.00136818924936646,0.0013677012394547,861.983838784116,89.6618573289863,3.00027018751013,84.6739362117309,34.6842363600339,0.0819298593223697,0.269169803843868,0.177085397265702,0.149990093124628,48.875978929377,0.178485796874136,0.218798062113114,0.207164805314885,0.395551335697866,121,0.288327370715552,0.508047033767696,2.90367583295383,0.58328779864651,2.91150089675167,0.581788560732869,0.000800048668897783,0.000798481429560297,0.000802905385940884,0.000802037694355606,3038.92907965356,433.790315170059,13.1197407046949,428.855812828707,167.144159726413,0.274264623134819,1.14900934899137,0.490859620085782,0.759928911258725,108.154282369789,0.046012423173872,0.0970001972588755,0.0289538568690188,0.136265490543657,121,1.80435638354697,8.61031501218799,1.80936674969278,1.80736498680309,1.80568549905619,1.80423430281586,1.79886186560695,1.80146121149244,1.78807671389471,1.7955121521871,12.082983742431,24.7371744088028,28.3260512840421,24.789330006803,24.6623748868407,10.2948036674714,23.1865242769244,9.71704305938476,24.7073863707824,7.07636417552615,2.01760601442162,2.58852400654142,2.31541787469252,1.88052266165884,121,-0.00706151537869103,2.25658610092765,-0.00172450713725514,-0.00641865431523207,0.00528928351330699,-0.0228073122452296,0.00402730760038149,-0.011389141298038,0.000994209622904903,0.0137542451926463,3.2548243006041,4.86062955424925,5.0366018818189,4.87488145819505,4.85994546933098,3.04851152186865,4.64597752465197,2.78306561854193,4.86866137182043,2.21389349523866,0.0182179278865271,0.529647496477253,0.335531309539643,0.0984871097071372,6848,6595,6745,17703,721,848,916,16037,3544,538,63,5,1,0,0,0,0,0,0,0,0
"122",122,20419,0.2,0.3,0.4,-0.1,1.9,1.037,64,21.7676767676768,49.5454545454545,16.3131313131313,7.72727272727273,330.30303030303,31.8181818181818,447.222222222222,20.3030303030303,12778,2293,10,2278,391,2,5,6,2,8657,367,8,14,42,0,1,1,0,1733,36,69,12,37,0,0,0,0,122,0.519389630555457,1.0721386943533,5.00945593849262,1.00203761499613,5.01022270305781,0.997703169112151,0.00137480107236988,0.00137340510683362,0.00137485799523641,0.00137624989485364,4856.51213491495,505.646834177516,6.91516368444719,451.471702182707,90.8091305335049,0.40922670062197,1.25970909447084,1.46427347078701,0.409520544590822,149.91331108232,0.334491488618014,0.387512526910673,0.236311730683931,0.0416842537873821,122,0.287702450660215,1.1809690960558,2.92586768042797,0.583538420218191,2.92048368770802,0.584366732933131,0.000799180726956601,0.000796939961098381,0.000798732921723022,0.000800388278630014,5222.0644323318,855.067058501513,16.9401155737449,888.679572186452,149.29723904408,0.806857355257373,1.94068880228899,2.33641702705003,0.807072433385325,152.159154137782,0.0465007473145111,0.0536676986189089,0.0942173223158114,0.039615905339742,122,1.82068985488926,4.69843770728086,1.79619445406938,1.79609118474507,1.79667424591466,1.79682663344028,1.79510681593742,1.8155243290346,1.80430715472126,1.7956882817324,1.45355471314517,3.08953581443749,11.5374225727156,3.15301132859984,3.09887764375174,3.14451680407802,2.92339984948954,2.99303120829671,3.14124231463816,2.58554179288254,2.41769741723243,1.92159071688812,2.52768234460771,4.83722523735858,122,-0.0917662213943353,1.26274877682179,-0.0151568662481418,-0.00737712265357824,0.000331946968758535,-0.000221711939941195,-0.00313755042232427,0.00151227926284173,-0.00869439324070187,-0.0124967862466702,0.416207684160366,1.41281512823379,3.10858675307287,1.46537041418613,1.42561929476114,1.46430930572876,1.3117326774064,1.357597405911,1.46319094258914,0.644800785014674,-0.235029219472188,-0.16123652290647,0.543553226795834,1.46270823705142,6745,6865,6809,8589,4120,4782,2928,8093,6455,3450,1528,601,222,55,11,4,0,0,0,0,0
"123",123,20789,0.1,0.2,0.5,-0.5,1.1,1.027,68,13.0808080808081,46.8181818181818,24.7979797979798,9,443.434343434343,48.6363636363636,432.828282828283,48.5151515151515,23030,2338,4,2328,655,2,9,3,2,692,116,0,18,58,0,1,1,1,273,14,19,32,7,0,0,0,0,123,0.510709524611554,1.09735918033575,5.04640420268878,0.994757814325855,5.0005611942213,1.00347260181788,0.00136446572503049,0.00135790298409228,0.00137706538892097,0.00136830752428965,3434.32115517579,342.052978192138,2.25797296647265,336.173273453181,99.3844340757131,0.301313194477849,1.38491509933138,0.481167925345134,0.33075183991534,152.27821191374,0.214687905576339,0.0408893035115427,0.368638687317559,0.375784103594559,123,0.290834143771456,1.18743147456297,2.93060673636426,0.580100376818157,2.914714379579,0.579919007956323,0.000801707675204897,0.000796997286307025,0.000800928911271889,0.000794896775702391,8240.79302693747,804.661055671921,5.82854033040387,796.509591678743,230.085889878809,0.715444875255986,3.21111085027937,1.07394217776025,0.722975378261764,152.905728632529,0.138443438081025,0.0402469898689029,0.0826481546076958,0.123872330494154,123,1.78253068311987,4.8348795968946,1.79222620738498,1.80323041606939,1.795444830827,1.81736904643413,1.79300658099689,1.80472104470754,1.79703078772877,1.807935084958,4.80128083086952,4.82779279529624,7.19457912253466,4.87733698673935,4.80394624818307,4.81499182557129,4.79234929910286,4.59254357281104,4.33926912082856,2.67145755203152,2.89358686934234,6.07145147143185,2.41367831314803,2.20172235652337,123,-0.0501551784312218,1.25826657932507,-0.0214601534908587,0.0193588189949261,-0.0104270389186408,-0.0168243806326428,0.0102424206966136,0.0172104993033291,-0.0153204406221706,-0.00138000939839219,1.94810661599473,1.95385900310184,2.45118271745698,1.96383346178793,1.94709963878568,1.95305947725644,1.94283594985108,1.87269570475618,1.79914725957573,0.657728370144312,0.83428521235258,1.76280513310599,0.126221345207263,0.172781794084839,7027,7002,6760,13807,2763,546,3673,7999,6624,3638,1599,648,191,68,17,3,2,0,0,0,0
"124",124,20449,0.4,0.5,0.6,-0.3,0.5,1.033,11,7.22222222222222,17.2727272727273,23.3838383838384,9.54545454545454,322.222222222222,32.7272727272727,250.50505050505,24.7575757575758,7475,2222,3,2409,291,2,5,7,2,2227,109,2,28,53,1,1,0,1,1807,32,15,24,43,0,0,3,0,124,0.497187980824762,0.194679446427698,5.00481365071321,1.00150707525151,4.97675666143562,1.00010126202116,0.00137451233777075,0.00135634945656804,0.00138187303450434,0.00137072034066696,248.944858136848,30.1800088023864,0.115213457870801,26.5565024789437,6.81896425253069,0.102498899701697,0.136045772409409,0.0977064893148809,0.10264560614211,31.2057076214737,0.0662902634349703,0.446077970044055,0.0373698631617093,0.450261903359266,124,0.290081971335883,0.455361745684968,2.90164971788907,0.585223324730353,2.92363862081631,0.582429144029465,0.000797186986488556,0.000801213550002359,0.000798696920490291,0.000798900171302866,970.609206300528,230.568173690701,0.852208682632789,247.035506832492,31.8102027630681,0.338224263900425,0.58440213374852,0.771876512573482,0.338396614660893,78.6954877743516,0.068620385583516,0.0569947829063849,0.0416268704947497,0.0828587145652754,124,1.7929675066298,9.55637548392511,1.80919555107115,1.77895569825197,1.79431635395089,1.79396985715289,1.80093917807037,1.79291941396844,1.79775481685504,1.7889130969585,35.1949912881164,85.9936785911369,238.02171106156,87.5717354920881,63.4733253915418,15.0743136788916,54.127431268211,72.6098749712876,15.0449096259455,9.82239387552093,3.68922806546649,2.94457167602175,6.65210774710745,2.57789497070677,124,0.0213993912064195,2.46621080108693,0.000478918308230053,0.00123124936665087,0.0239763710208709,-0.00208909670321923,-0.00875512816549494,0.0202803311935288,-0.0161169308742548,0.00308232901846674,5.15499130121048,9.1821634742457,14.0632310757009,9.29949867515776,7.42691486505782,3.44880460086157,6.70367560136245,8.31894800480633,3.44497823844142,2.69256488684385,1.24520075864722,-0.307847793513673,1.91214837088753,-0.335673120740245,6824,6802,6823,18553,218,1546,132,16936,3092,376,43,2,0,0,0,0,0,0,0,0,0
